Level,Name,Rating,Tags,Url
Level 96,The Ductwork,+30,"['_cc', '_licensebox', 'industrial', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 96
Level 97,Lighthouse,+58,"['_cc', '_licensebox', 'aquatic', 'horror', 'level', 'mystery', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 97
Level 98,Downtown Diner,+33,"['_cc', '_licensebox', 'commercial', 'level', 'mystery', 'nostalgia', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 98
Level 99,Ghoul Town,+50,"['_cc', '_licensebox', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 99
Level 100,Silent Sounds,+62,"['_cc', '_licensebox', 'aquatic', 'level', 'mystery', 'rewritten', 'sd-class-?', 'wonder']",http://backrooms-wiki.wikidot.com/Level 100
Level 101,Your Dream Shall Never Dawn Again,+76,"['_cc', '_licensebox', 'exterior', 'level', 'sd-class-2', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 101
Level 102,Mall or no mall?,+24,"['_cc', '_licensebox', 'commercial', 'level', 'nostalgia', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 102
Level 103,Aircraft Carrier,+56,"['_cc', '_licensebox', 'format-screw', 'level', 'sd-class-other', 'vehicular-level']",http://backrooms-wiki.wikidot.com/Level 103
Level 104,The Edge of the World,+29,"['_cc', '_licensebox', 'desert', 'level', 'sd-class-4', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 104
Level 105,Prayerhouse,+21,"['_image', '_licensebox', 'co-authored', 'featured', 'interior', 'level', 'rewritten', 'sd-class-1', 'the-iron-fist']",http://backrooms-wiki.wikidot.com/Level 105
Level 106,The Progressive Decay,+17,"['_cc', '_licensebox', 'interior', 'level', 'nostalgia', 'sd-class-4', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 106
Level 107,Splintered Reality,+19,"['_cc', '_licensebox', 'horror', 'interior', 'level', 'mystery', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 107
Level 108,Spire Complex,+42,"['_cc', '_licensebox', 'industrial', 'level', 'nostalgia', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 108
Level 109,The Neon Hospital,+37,"['_cc', '_licensebox', 'commercial', 'level', 'rewritten', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 109
Level 110,Everlasting End,+44,"['_cc', '_licensebox', '_wp-titles', 'industrial', 'level', 'mystery', 'sd-class-other', 'space', 'tragedy', 'wonder']",http://backrooms-wiki.wikidot.com/Level 110
Level 111,The Model Floor,+10,"['_cc', '_licensebox', 'interior', 'level', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 111
Level 112,Mouths,+15,"['_licensebox', '_wp-titles', 'finite', 'in-rewrite', 'interior', 'level', 'mystery', 'sd-class-other', 'sdcon2020', 'wonder']",http://backrooms-wiki.wikidot.com/Level 112
Level 113,Verum Terra Machinis,+38,"['_cc', '_licensebox', 'level', 'mystery', 'rewritten', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 113
Level 114,“Sweet Dreams”,+72,"['_cc', '_licensebox', 'co-authored', 'featured', 'homelike', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 114
Level 115,Frozen Dream,+16,"['_cc', '_licensebox', 'co-authored', 'commercial', 'featured', 'level', 'nostalgia', 'sd-class-3', 'wonder']",http://backrooms-wiki.wikidot.com/Level 115
Level 116,Ice Rink,+14,"['_cc', '_licensebox', 'commercial', 'interior', 'level', 'nostalgia', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 116
Level 117,Math Class,+34,"['_cc', '_licensebox', 'commercial', 'level', 'nostalgia', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 117
Level 118,Camp,+45,"['_cc', '_licensebox', '_wp-titles', 'forested', 'horror', 'level', 'nostalgia', 'sd-class-other', 'sdcon2020', 'wonder']",http://backrooms-wiki.wikidot.com/Level 118
Level 119,Average Waterpark..?,+19,"['_cc', '_licensebox', 'commercial', 'level', 'nostalgia', 'sd-class-4', 'wonder']",http://backrooms-wiki.wikidot.com/Level 119
Level 120,Broken Servos,+16,"['_cc', '_licensebox', 'industrial', 'level', 'sd-class-2', 'simulation-canon', 'wonder']",http://backrooms-wiki.wikidot.com/Level 120
Level 121,𝓣𝓱𝓮 𝓕𝓪𝓭𝓲𝓷𝓰 𝓘𝓼𝓵𝓪𝓷𝓭𝓼,+55,"['_cc', '_licensebox', 'aquatic', 'co-authored', 'forested', 'level', 'mystery', 'sd-class-2', 'wonder']",http://backrooms-wiki.wikidot.com/Level 121
Level 122,Janitor's Lit Up Mall,+28,"['_cc', '_licensebox', 'commercial', 'level', 'nostalgia', 'sd-class-pending', 'wonder']",http://backrooms-wiki.wikidot.com/Level 122
Level 123,Haunted House,+19,"['_cc', '_licensebox', '_wp-titles', 'homelike', 'horror', 'level', 'sd-class-?', 'spookycon2021']",http://backrooms-wiki.wikidot.com/Level 123
Level 124,Chaos Complex,+34,"['_cc', '_licensebox', 'horror', 'interior', 'level', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 124
Level 125,Legacy Lane,+55,"['_cc', '_licensebox', 'level', 'nostalgia', 'roadway', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 125
Level 126,Last Dance,+12,"['_cc', '_licensebox', 'interior', 'level', 'nostalgia', 'sd-class-4', 'wonder']",http://backrooms-wiki.wikidot.com/Level 126
Level 127,A Very Warm Basement,+31,"['_cc', '_licensebox', 'horror', 'industrial', 'level', 'sd-class-4', 'wonder']",http://backrooms-wiki.wikidot.com/Level 127
Level 128,The Great Outdoors,+21,"['_cc', '_licensebox', 'b.n.t.g.', 'level', 'm.e.g.', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 128
Level 129,The White Forest,+40,"['_cc', '_licensebox', 'arctic', 'forested', 'horror', 'level', 'mystery', 'nostalgia', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 129
Level 130,Tainted Pools,+44,"['_cc', '_licensebox', 'aquatic', 'featured', 'industrial', 'level', 'm.e.g.', 'rewritten', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 130
Level 131,[NO DATA],,,
Level 132,The Duchy of Morigont,+55,"['_cc', '_licensebox', 'format-screw', 'level', 'mystery', 'sd-class-0', 'wholesome', 'wonder']",http://backrooms-wiki.wikidot.com/Level 132
Level 133,Aeternum,+52,"['_cc', '_licensebox', 'format-screw', 'horror', 'level', 'nostalgia', 'vehicular-level', 'wonder']",http://backrooms-wiki.wikidot.com/Level 133
Level 134,Tales of the Sea,+32,"['_cc', '_licensebox', 'aquatic', 'bittersweet', 'level', 'mystery', 'sd-class-0', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 134
Level 135,Skazka,+14,"['_cc', '_licensebox', 'forested', 'level', 'mystery', 'nostalgia', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 135
Level 136,Skeletons in the Closet,+64,"['_cc', '_licensebox', 'horror', 'interior', 'level', 'mystery', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 136
Level 137,Bee of the Bird of the Moth,+31,"['_cc', '_licensebox', 'interior', 'level', 'mystery', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 137
Level 138,Golden Gai,+34,"['_cc', '_licensebox', 'level', 'nostalgia', 'sd-class-3', 'wonder']",http://backrooms-wiki.wikidot.com/Level 138
Level 139,𝓣𝓱𝓮 𝓦𝓪𝓻𝓻𝓲𝓸𝓻'𝓼 𝓣𝓻𝓲𝓪𝓵,+59,"['_cc', '_licensebox', 'exterior', 'format-screw', 'level', 'sd-class-3', 'wonder']",http://backrooms-wiki.wikidot.com/Level 139
Level 140,The Dry Hill,+44,"['_ai-non-cc', '_licensebox', 'level', 'mystery', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 140
Level 141,The Boiler Rooms,+22,"['_licensebox', '_non-cc', 'horror', 'in-rewrite', 'industrial', 'level', 'nostalgia', 'sd-class-4', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 141
Level 142,Earth Earthjump Studios™,+69,"['_licensebox', 'bittersweet', 'format-screw', 'interior', 'level', 'mystery', 'nostalgia', 'sd-class-0', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 142
Level 143,The Hallowed Castle,+12,"['_cc', '_licensebox', 'homelike', 'level', 'sd-class-other', 'spookycon2021']",http://backrooms-wiki.wikidot.com/Level 143
Level 144,The Giant's Causeway,+43,"['_non-cc', 'desert', 'featured', 'horror', 'level', 'mystery', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 144
Level 145,Perpetual Isolation,+39,"['_cc', '_licensebox', '_wp-titles', 'horror', 'interior', 'level', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 145
Level 146,The Tavern of Thanks,+81,"['_cc', '_licensebox', 'commercial', 'featured', 'format-screw', 'interior', 'level', 'sd-class-0', 'wholesome']",http://backrooms-wiki.wikidot.com/Level 146
Level 147,Such a familiar route,+38,"['_cc', '_licensebox', 'level', 'mystery', 'nostalgia', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 147
Level 148,The Living Level,+77,"['_ai-non-cc', '_licensebox', '_wp-titles', 'horror', 'interior', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 148
Level 149,The Coconut Isles,+75,"['_cc', '_licensebox', 'dead-end', 'exterior', 'finite', 'goicon2021', 'level', 'sd-class-habitable', 'the-lost', 'wonder']",http://backrooms-wiki.wikidot.com/Level 149
Level 150,Memory Foundry,+50,"['_ai-non-cc', '_licensebox', '_non-cc', 'horror', 'level', 'mystery', 'nostalgia', 'sd-class-other', 'sdcon2020']",http://backrooms-wiki.wikidot.com/Level 150
Level 151,The Dollhouse,+24,"['_cc', '_licensebox', 'homelike', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 151
Level 152,The Surveillance Game,+43,"['_cc', 'horror', 'level', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 152
Level 153,Brock's Book Shop,+29,"['_cc', '_wp-titles', 'level', 'masked-maidens', 'mystery', 'nostalgia', 'sd-class-3', 'unmasked-canon', 'wonder']",http://backrooms-wiki.wikidot.com/Level 153
Level 154,The Laser Game,+58,"['_cc', '_licensebox', 'infinite', 'interior', 'level', 'mystery', 'sd-class-5', 'wonder']",http://backrooms-wiki.wikidot.com/Level 154
Level 155,The Sparkling Maze,+35,"['_cc', 'cavern', 'level', 'nostalgia', 'sd-class-3', 'wonder']",http://backrooms-wiki.wikidot.com/Level 155
Level 156,The Backstage,+38,"['_non-cc', 'interior', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 156
Level 157,The Chess Game,+57,"['_cc', 'exterior', 'level', 'mystery', 'sd-class-2', 'wonder']",http://backrooms-wiki.wikidot.com/Level 157
Level 158,ONSLAUGHT STATION,+79,"['_cc', '_wp-titles', 'featured', 'level', 'sd-class-other', 'vehicular-level']",http://backrooms-wiki.wikidot.com/Level 158
Level 159,Beastland,+50,"['_cc', '_licensebox', 'arctic', 'horror', 'level', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 159
Level 160,The City Of Promised Memories,+96,"['_cc', 'bittersweet', 'exterior', 'format-screw', 'level', 'nostalgia', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 160
Level 161,The Cadaver House,+41,"['_cc', 'homelike', 'horror', 'level', 'mystery', 'sd-class-pending', 'spookycon2021', 'wonder']",http://backrooms-wiki.wikidot.com/Level 161
Level 162,The Concrete Wall,+30,"['_cc', 'homelike', 'industrial', 'level', 'sd-class-habitable', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 162
Level 163,The Call of the Void,+26,"['_non-cc', 'horror', 'level', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 163
Level 164,Historical Horde,+27,"['_cc', 'commercial', 'interior', 'level', 'sd-class-2', 'wonder']",http://backrooms-wiki.wikidot.com/Level 164
Level 165,The Garden of Eden,+15,"['_cc', 'exterior', 'level', 'nostalgia', 'sd-class-1', 'wholesome']",http://backrooms-wiki.wikidot.com/Level 165
Level 166,130 SINKHOLE ST.,+49,"['_cc', '_licensebox', 'level', 'mystery', 'nostalgia', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 166
Level 167,America's Favorite Pastime,+31,"['_cc', '_wp-titles', 'comedy', 'level', 'mystery', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 167
Level 168,No Peeking!,+43,"['_cc', 'homelike', 'level', 'nostalgia', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 168
Level 169,Welcome to The Desert,+15,"['_cc', '_wp-titles', 'desert', 'level', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 169
Level 170,Concrete Boxes,+55,"['_cc', '_licensebox', 'level', 'mystery', 'nostalgia', 'sd-class-2', 'wonder']",http://backrooms-wiki.wikidot.com/Level 170
Level 171,A Grand Illusion,+23,"['_non-cc', 'interior', 'level', 'mystery', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 171
Level 172,The Industrial Region,+33,"['_cc', 'horror', 'level', 'sd-class-3', 'wonder']",http://backrooms-wiki.wikidot.com/Level 172
Level 173,Watery Grave Caves,+30,"['_cc', 'cavern', 'level', 'mystery', 'nostalgia', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 173
Level 174,Eternal Gamma,+25,"['_cc', '_licensebox', '_wp-titles', 'desert', 'horror', 'level', 'sd-class-other', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 174
Level 175,The Bluerooms,+7,"['_image', 'interior', 'level', 'nostalgia', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 175
Level 176,Restocking Shelves,+25,"['_cc', '_licensebox', 'commercial', 'level', 'nostalgia', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 176
Level 177,Standing Ovation,+46,"['_cc', '_licensebox', 'commercial', 'horror', 'level', 'mystery', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 177
Level 178,Kyoto Dreams,+58,"['_cc', '_licensebox', 'homelike', 'level', 'sd-class-0', 'the-lost', 'wholesome', 'wonder']",http://backrooms-wiki.wikidot.com/Level 178
Level 178.1,Smaerd Otoyk,+22,"['_image', 'horror', 'level', 'mystery', 'sd-class-3', 'sub-level', 'subcon2020', 'thriller']",http://backrooms-wiki.wikidot.com/Level 178.1
Level 179,Thrift for the Lost and Found,+20,"['_cc', '_licensebox', '_wp-titles', 'commercial', 'level', 'sd-class-0', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 179
Level 180,Voyager’s Sea,+30,"['_cc', '_licensebox', '_wp-titles', 'aquatic', 'level', 'sd-class-habitable']",http://backrooms-wiki.wikidot.com/Level 180
Level 181,Protected Caverns,+31,"['_cc', '_licensebox', '_wp-titles', 'berry', 'cavern', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 181
Level 182,Aromatherapy,+47,"['_cc', 'forested', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 182
Level 183,Clean Sewers,+26,"['_cc', 'co-authored', 'industrial', 'level', 'nostalgia', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 183
Level 184,Field of Forgotten Forts,+37,"['_cc', '_licensebox', '_wp-titles', 'field', 'level', 'nostalgia', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 184
Level 185,The Next Train to Depart From Platform  ,+27,"['_cc', '_licensebox', '_wp-titles', 'level', 'sd-class-0', 'simulation-canon', 'tragedy', 'vehicular-level']",http://backrooms-wiki.wikidot.com/Level 185
Level 186,The Infinite Valley,+36,"['_cc', '_licensebox', 'exterior', 'format-screw', 'level', 'nostalgia', 'sd-class-habitable', 'sd-class-other', 'wholesome', 'wonder']",http://backrooms-wiki.wikidot.com/Level 186
Level 187,Nobody's Summer,+26,"['_cc', '_licensebox', 'level', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 187
Level 188,Celestial Desolation,+24,"['_licensebox', 'exterior', 'level', 'mystery', 'sd-class-deadzone', 'space', 'tragedy', 'wonder']",http://backrooms-wiki.wikidot.com/Level 188
Level 189,The Bathrooms,+45,"['_cc', 'interior', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 189
Level 190,School Detention,+18,"['_cc', 'horror', 'interior', 'level', 'mystery', 'nostalgia', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 190
Level 191,RUN-AND-GUN.EXE,+58,"['annual-feature', 'featured', 'industrial', 'level', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 191
Level 192,Pareidolia,+40,"['_cc', '_licensebox', '_wp-titles', 'forested', 'horror', 'level', 'mystery', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 192
Level 193,Mourning,+43,"['_cc', '_licensebox', 'format-screw', 'horror', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 193
Level 194,YOU WOULDN'T DOWNLOAD A RAINFOREST,+55,"['_cc', '_licensebox', '_wp-titles', 'b.n.t.g.', 'forested', 'level', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 194
Level 195,Titanium Timbers,+35,"['_cc', '_licensebox', '_wp-titles', 'forested', 'level', 'm.e.g.', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 195
Level 196,Planet of Hats,+40,"['_cc', '_licensebox', '_wp-titles', 'exterior', 'interior', 'level', 'sd-class-other', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 196
Level 197,Crystal Caverns,+96,"['_cc', '_licensebox', 'cavern', 'format-screw', 'level', 'mystery', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 197
Level 198,Descent,+54,"['_cc', '_licensebox', 'exterior', 'level', 'nostalgia', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 198
Level 199,Oneiric Forest,+41,"['_cc', 'forested', 'immaterial', 'level', 'mystery', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 199
Level 200,Home,+165,"['_licensebox', 'bittersweet', 'format-screw', 'level', 'nostalgia', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 200
Level 201,A E S T H E T I C,+77,"['_image', 'desert', 'level', 'mystery', 'nostalgia', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 201
Level 202,Halls of Chalk,+50,"['_cc', 'interior', 'level', 'mystery', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 202
Level 203,Dead End,+68,"['_cc', '_licensebox', 'dead-end', 'desert', 'format-screw', 'level', 'mystery', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 203
Level 204,The Grand Jungle,+48,"['_cc', 'contest-winner', 'forested', 'goicon2021', 'level', 'masked-maidens', 'mystery', 'sd-class-2', 'unmasked-canon', 'wonder']",http://backrooms-wiki.wikidot.com/Level 204
Level 204.1,The Cabalistic Catacombs,+26,"['_licensebox', '_non-cc', 'contest-winner', 'evangeline-holmes', 'goicon2021', 'level', 'masked-maidens', 'sub-level', 'unmasked-canon']",http://backrooms-wiki.wikidot.com/Level 204.1
Level 205,Archaeology,+17,"['_cc', '_licensebox', 'level', 'mystery', 'nostalgia', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 205
Level 206,Bones of Bones,+80,"['_cc', '_licensebox', '_wp-titles', 'annual-feature', 'featured', 'format-screw', 'horror', 'level', 'level-9', 'sd-class-4', 'simulation-canon', 'traveling']",http://backrooms-wiki.wikidot.com/Level 206
Level 207,Inter-Debris,+37,"['_cc', '_wp-titles', 'co-authored', 'exterior', 'level', 'nostalgia', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 207
Level 208,Rooftop Run,+28,"['_licensebox', '_wp-titles', 'level', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 208
Level 209,Ol' Chippy,+25,"['_cc', '_licensebox', 'comedy', 'level', 'mystery', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 209
Level 210,The Condos,+17,"['_wp-titles', 'homelike', 'level', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 210
Level 211,Stomach Lining,+31,"['_cc', 'cavern', 'horror', 'level', 'sd-class-1', 'spookycon2021']",http://backrooms-wiki.wikidot.com/Level 211
Level 212,The Flights Never End,+9,"['level', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 212
Level 213,Ollie's,+36,"['_cc', '_licensebox', '_wp-titles', 'level', 'sd-class-habitable', 'wonder']",http://backrooms-wiki.wikidot.com/Level 213
Level 214,The Garden of Confession,+28,"['_cc', '_licensebox', '_wp-titles', 'exterior', 'level', 'sd-class-1', 'simulation-canon', 'wonder']",http://backrooms-wiki.wikidot.com/Level 214
Level 215,Harborside View,+31,"['_cc', '_licensebox', '_wp-titles', 'level', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 215
Level 216,The I.M.B.H.,+41,"['_wp-titles', 'berry', 'blanche', 'eyes-of-argos', 'level', 'sd-class-other', 'the-keymaster', 'the-pantheon', 'the-red-knight']",http://backrooms-wiki.wikidot.com/Level 216
Level 217,The Space Junkyard,+28,"['_cc', '_licensebox', 'exterior', 'level', 'sd-class-4', 'space']",http://backrooms-wiki.wikidot.com/Level 217
Level 218,Dead Man's Mile,+28,"['_wp-titles', 'cavern', 'exterior', 'level', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 218
Level 219,Good Ol' Days,+30,"['_licensebox', 'dead-end', 'exterior', 'homelike', 'level', 'sd-class-deadzone', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 219
Level 220,The Dirt Laboratory,+10,"['cavern', 'level', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 220
Level 221,Dreamscape,+31,"['_cc', 'level']",http://backrooms-wiki.wikidot.com/Level 221
Level 222,Castellos' Museum,+34,"['_cc', 'finite', 'goicon2021', 'interior', 'level', 'sd-class-other', 'the-lost']",http://backrooms-wiki.wikidot.com/Level 222
Level 223,Gelatinous,+22,"['_cc', '_licensebox', 'exterior', 'level', 'mystery', 'sd-class-2', 'wonder']",http://backrooms-wiki.wikidot.com/Level 223
Level 224,Avelon,+23,"['_cc', 'level', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 224
Level 225,Dazzling Purity,+33,"['format-screw', 'interior', 'level', 'sd-class-3', 'thriller']",http://backrooms-wiki.wikidot.com/Level 225
Level 226,The Dream Feast,+10,"['interior', 'level', 'sd-class-3', 'wonder']",http://backrooms-wiki.wikidot.com/Level 226
Level 227,Megaflora,+56,"['_non-cc', 'horror', 'level', 'mystery', 'sd-class-?', 'wonder']",http://backrooms-wiki.wikidot.com/Level 227
Level 228,Maze of Mirrors,+50,"['_licensebox', '_wp-titles', 'bittersweet', 'featured', 'format-screw', 'interior', 'level']",http://backrooms-wiki.wikidot.com/Level 228
Level 229,Sands of Time,+18,"['_cc', '_licensebox', 'desert', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 229
The Open Mouth,,+35,"['_licensebox', 'contest-winner', 'desert', 'room', 'slcon2024', 'tragedy', 'wonder']",http://backrooms-wiki.wikidot.com/The Open Mouth
Level 230,The Port of Misgivings,+31,"['_non-cc', 'aquatic', 'level', 'sd-class-3', 'urban']",http://backrooms-wiki.wikidot.com/Level 230
Level 231,The City of Resources,+30,"['_wp-titles', 'canonicon2024', 'desert', 'industrialization-canon', 'level', 'mystery', 'urban']",http://backrooms-wiki.wikidot.com/Level 231
Level 232,“The Antique Store”,+20,"['_experiment', '_wp-titles', 'infinite', 'level', 'nostalgia']",http://backrooms-wiki.wikidot.com/Level 232
Level 233,Lukewarm Hotel,+58,"['_cc', '_licensebox', 'aquatic', 'dead-end', 'interior', 'level', 'nostalgia', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 233
Level 234,Detention Dimension,+38,"['_cc', '_licensebox', '_wp-titles', 'exterior', 'level', 'm.e.g.', 'multiverse-canon', 'mystery', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 234
Level 235,The Infinite Trampoline Park,+24,"['_wp-titles', 'level', 'm.e.g.', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 235
Level 236,Puzzle Box Of Mysteries,+28,"['co-authored', 'level', 'the-pantheon', 'wholesome']",http://backrooms-wiki.wikidot.com/Level 236
Level 237,The Company Town,+27,"['_cc', '_licensebox', '_wp-titles', 'bittersweet', 'desert', 'format-screw', 'level', 'nostalgia', 'sd-class-deadzone']",http://backrooms-wiki.wikidot.com/Level 237
Level 238,Road Rage!,+45,"['_wp-titles', 'level', 'roadway', 'sd-class-other', 'thriller', 'vehicular-level']",http://backrooms-wiki.wikidot.com/Level 238
Level 239,The Exitway Anomaly,+26,"['level', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 239
Level 240,Lotka Lake,+32,"['_cc', 'forested', 'level', 'mystery', 'sd-class-1', 'wholesome', 'wonder']",http://backrooms-wiki.wikidot.com/Level 240
Level 241,All Dogs Go To…,+44,"['_licensebox', '_non-cc', 'commercial', 'level', 'nostalgia', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 241
Level 242,The Fields of Rot,+42,"['_wp-titles', 'horror', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 242
Level 243,Nothing at all,+24,"['_non-cc', 'level', 'mystery', 'sd-class-?', 'wonder']",http://backrooms-wiki.wikidot.com/Level 243
Level 244,Monsignor's Illusion,+24,"['_wp-titles', 'interior', 'level', 'sd-class-pending']",http://backrooms-wiki.wikidot.com/Level 244
Level 245,They Can't Hear You,+17,"['_licensebox', '_wp-titles', 'interior', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 245
Level 246,Dinosaur Alley,+44,"['_licensebox', '_wp-titles', 'annual-feature', 'b.n.t.g.', 'exterior', 'featured', 'level', 'm.e.g.', 'multiverse-canon', 'mystery', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 246
Level 247,The Weald,+15,"['_licensebox', '_wp-titles', 'forested', 'level', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 247
Level 248,Parked in the Unforseen,+28,"['_licensebox', '_wp-titles', 'classicon2023', 'commercial', 'in-rewrite', 'infinite', 'level', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 248
Level 249,Your Funeral,+45,"['_cc', '_licensebox', '_wp-titles', 'bittersweet', 'featured', 'finite', 'forested', 'level', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 249
Level 250,The Field of Two Stars,+64,"['_cc', '_licensebox', '_wp-titles', 'bittersweet', 'format-screw', 'level', 'nostalgia', 'sd-class-habitable', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 250
Level 251,Love Ride,+29,"['_licensebox', 'featured', 'interior', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 251
Level 252,Totally Symmetrical,+29,"['_cc', 'horror', 'level', 'mystery', 'nostalgia', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 252
Level 253,The 5 Stores,+12,"['_licensebox', '_wp-titles', 'action', 'classicon2023', 'horror', 'level', 'nostalgia', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 253
Level 254,Blue Heaven,+24,"['horror', 'level', 'sd-class-other', 'sdcon2020']",http://backrooms-wiki.wikidot.com/Level 254
Level 255,Death Factory,+12,"['_licensebox', 'horror', 'industrial', 'level', 'mystery', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 255
Level 256,Demoscene,+154,"['_cc', 'contest-winner', 'format-screw', 'horror', 'interior', 'level', 'sd-class-pending', 'sdcon2020']",http://backrooms-wiki.wikidot.com/Level 256
