Level,Name,Rating,Tags,Url
Entity 297,The Dark Sovereign,44.0,"['_cc', '_licensebox', 'entity', 'format-screw', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 297
Entity 300,Richard,25.0,"['_cc', '_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 300
Entity 315,Hearseflies,19.0,"['_metatag', 'animalistic', 'bittersweet', 'entity', 'featured', 'friendly', 'm.e.g.']",http://backrooms-wiki.wikidot.com/Entity 315
Entity 326,Cuddlemares,26.0,"['_ai-non-cc', 'entity']",http://backrooms-wiki.wikidot.com/Entity 326
Entity 332,Constructors,30.0,"['_cc', 'backrooms-remodeling-co', 'comedy', 'entity', 'level-11']",http://backrooms-wiki.wikidot.com/Entity 332
Entity 333,Lorenzo Windsor,17.0,"['_licensebox', 'entity', 'friendly', 'humanoid', 'sapient', 'the-pantheon']",http://backrooms-wiki.wikidot.com/Entity 333
Entity 346,The Moon Hare,20.0,"['_licensebox', 'entity', 'u.e.c.']",http://backrooms-wiki.wikidot.com/Entity 346
Entity 365,Sightless Seers,46.0,"['_cc', '_licensebox', 'animalistic', 'entity', 'horror', 'hostile', 'm.e.g.']",http://backrooms-wiki.wikidot.com/Entity 365
Entity 380,Administrative Sentinel Constructs,21.0,"['_licensebox', 'entity', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Entity 380
Entity 398,The Wild Hunt,32.0,"['_licensebox', 'animalistic', 'classicon2023', 'contest-winner', 'entity', 'hostile', 'humanoid', 'sapient']",http://backrooms-wiki.wikidot.com/Entity 398
Entity 400,Mimic,43.0,"['_non-cc', 'entity', 'horror']",http://backrooms-wiki.wikidot.com/Entity 400
Entity 404,The Death of a Star,28.0,"['_non-cc', 'entity', 'level-78', 'the-eternal-repository']",http://backrooms-wiki.wikidot.com/Entity 404
Entity 415,Howlers,34.0,"['_cc', 'action', 'entity', 'the-eternal-repository']",http://backrooms-wiki.wikidot.com/Entity 415
Entity 420,Jack-o'-Burgers,29.0,"['_cc', '_licensebox', 'comedy', 'entity', 'spookycon2021', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 420
Entity 440,The Historian,19.0,['entity'],http://backrooms-wiki.wikidot.com/Entity 440
Entity 456,Frost Boars,25.0,"['_cc', '_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 456
Entity 467,The Staff,15.0,"['_cc', 'co-authored', 'entity']",http://backrooms-wiki.wikidot.com/Entity 467
Entity 471,A Molting Gentleman,26.0,"['_cc', '_licensebox', 'entity', 'scrapcon2022']",http://backrooms-wiki.wikidot.com/Entity 471
entity-500,,70.0,"['_cc', 'annual-feature', 'entity', 'featured', 'format-screw', 'm.e.g.', 'mystery', 'thriller', 'tragedy', 'unique']",http://backrooms-wiki.wikidot.com/entity-500
Entity 503,Volts,36.0,"['_cc', '_licensebox', 'backrooms-robotics', 'entity', 'm.e.g.', 'thriller', 'yellow']",http://backrooms-wiki.wikidot.com/Entity 503
Entity 555,The Lonely Scarecrow,40.0,"['_cc', 'entity', 'horror', 'spookycon2021']",http://backrooms-wiki.wikidot.com/Entity 555
Entity 600,The Saberzoa,37.0,"['_cc', '_licensebox', 'contest-winner', 'entity', 'mystery', 'scrapcon2022', 'wholesome']",http://backrooms-wiki.wikidot.com/Entity 600
Entity 666,The HappyFiles Virus,73.0,"['entity', 'horror', 'm.e.g.', 'u.e.c.']",http://backrooms-wiki.wikidot.com/Entity 666
Entity 699,Greinophones,6.0,"['classicon2023', 'entity', 'in-rewrite', 'object-like']",http://backrooms-wiki.wikidot.com/Entity 699
Entity 700,Solaris,20.0,"['_experiment', '_licensebox', 'entity', 'level-78', 'the-lost', 'the-pantheon']",http://backrooms-wiki.wikidot.com/Entity 700
Entity 709,The Behemoth… ?,22.0,"['_cc', '_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 709
Entity 720,Tiny,55.0,"['_cc', '_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 720
Entity 740,Justice,25.0,"['_cc', '_licensebox', 'action', 'b.n.t.g.', 'entity', 'eyes-of-argos', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 740
Entity 776,Junkhunks,22.0,"['entity', 'mystery']",http://backrooms-wiki.wikidot.com/Entity 776
Entity 777,Necromobile,30.0,"['_cc', '_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 777
Entity 800,Chef,34.0,"['canonicon2024', 'entity', 'horror', 'terror-hotel-canon', 'unique']",http://backrooms-wiki.wikidot.com/Entity 800
Entity 888,Uneasy Rider,17.0,"['_cc', '_licensebox', 'entity']",http://backrooms-wiki.wikidot.com/Entity 888
Entity 900,What hides in Level 9,35.0,"['_cc', 'entity', 'level-9', 'spookycon2021']",http://backrooms-wiki.wikidot.com/Entity 900
Entity 987,The God on Level 532,43.0,"['_cc', '_licensebox', 'entity', 'mystery', 'the-lost', 'u.e.c.']",http://backrooms-wiki.wikidot.com/Entity 987
Entity 999,Consciousness Disease,48.0,"['_cc', '_licensebox', 'entity', 'horror', 'nostalgia', 'pathogenic']",http://backrooms-wiki.wikidot.com/Entity 999
